quarter,commit_nb,contributor_id
2005 Q4,58,4edf5724e844b1f515146cc3bc0afff81f1aa4d3574e5919a3780390d57ceace
2005 Q4,57,f502051975ecfc82664f57969e93630f2875265cf7739cc39fdbc5bf0005abb0
2005 Q4,41,ea4ffb43fc96ffde1a4f8b26074de7418ad4c4bc473207993afba646478c1528
2005 Q4,30,a164ab76e7a9c90dd7d06cf594ecb7ff1d704a8767b4f2106be576ec4c3ecc4d
2005 Q4,29,5a543fb0acea9d6ccfbedd37a90b26fd31593ef7a58e1d8a8c30d3ffbdc2dd76
2005 Q4,28,b3eda42a08d14c6ffb3484f474766b05d6466ffe9f3a8a0a6b4a0ccafee51198
2005 Q4,19,6146e229ae2c3c26e59a903973124f5f6090d1054c2efece1c1284323ff641bd
2005 Q4,17,893d99a0bb750b9c3a4cc37aad9f179b4eace3a3cdac6ce5fa5947c8dfd5c711
2005 Q4,17,5916dcd54ec552a8da5f34a2a41c1330df9daa5937163c30342fbbce26407e0e
2005 Q4,16,3990bb51295134a2078df5828169f822c36e98db4fcb6ea35ce7b7bf1dd4b4a5
2005 Q4,15,73265645a24d082d0b42e546499c33f6325d20b676cb40948d33d85370f964c7
2005 Q4,14,8c0493174ef5383de54d54fedb44a1d6a04034ff993c1d58f9a7abc8aefca187
2005 Q4,14,cc4a105ec95589e8d8334287d8e3293b288418172c8bbfe40ef8fa22dfae8729
2005 Q4,12,ae1800ac6e5591b4747115980d9ea7eff66163a12075c2a1374d730c13c5678a
2005 Q4,10,21026c3f38c8f19065321d5bcdcee60be19e8a3d1c84093a3b49a70f06c45460
2005 Q4,10,8ecbc24599faaad1112a05ac5c53fcf7e20e4d8abbbc58343c61530ef2831527
2005 Q4,10,ccb247e744a21f888e49c130c4ccb5d6bbe3402ef3f09420ae8b0d03ff454d23
2005 Q4,9,22ca847731ac1d2c00261bccb2b420a564fc93ae46e702e0f3da29b8642fa8d9
2005 Q4,8,e57cc873f78df3bd2dbfb3bb859122a390ae89909e78a172dfe87fcbf1a8b32b
2005 Q4,7,7857acddd818e6d07f5466cf8c39fbb78a217d5705ed459af130b74149b8be8e
2005 Q4,7,3861ecc5307b45fed1c2ce5a148e83fbad2ea8b37fbbc6e694ae2bf93b8ef884
2005 Q4,5,1f3385770a353b3114dc16470e7739196a388c93903bd69efb659c4486e03f70
2005 Q4,5,ba9b6629fed6280a3d1a378aae6e8732b92fb800b1b7887edd5e6d495eec6fa6
2005 Q4,4,3226680776afdda3153759ce11defff021cb5021913dc92861f376a2cce6a42e
2005 Q4,4,65a6988fef04541e99f4d0c76a9f7c2da959a642f1c5ed4a61b264f3f585eaad
2005 Q4,4,247c7b1f4cee0d71d2b7c6395319bfd00aaa1af09ee810af1d497e06a9c2cb60
2005 Q4,3,31db19e55b75268723e0b383a3dd9999f23b145b83d5c16189da6f448c797f8a
2005 Q4,3,78e0cd0376d4103b61099070ae1d9de65c6c3bfe78defe810dcfcba77e7b81c3
2005 Q4,2,3b2616fad7311a7a9c276bda37eae9e5438223112277b25bec53fd248ccabc0c
2005 Q4,2,636805061cbeec87b36b7c87a7524a2dc2d2476ea9e8000162f149bbff952e96
2005 Q4,2,78f972932895d32065092b7d0116994fe3da4a32ed6ae358d87b468d60a19fc6
2005 Q4,2,88c818edf10fa7946a785b339218d60ed9cd21885ea53953cc7523558677434c
2005 Q4,2,b2e813f5323e957c09f389f60e501aa28a928aafe07726e43782393a0ace33ba
2005 Q4,2,ec20018fa6e6d7a50924ee751ce5c0c38ca15e2f20b41012e72c1b4494b3449c
2005 Q4,2,d3f73a621f26c17e408fa9aed7072d56f8a593f9fa591ae316e7f597e097ddaf
2005 Q4,2,1296f8369bb17a6f8d5ba8de642d75427a980b60b0a0ba83fdbe5b38a9a4d713
2005 Q4,2,c534d260054e36e4ea1732b07f7959cc8e39bc74283733c5263a25651011764a
2005 Q4,2,f2ab00794959d3fbee7057a6b2ca8f33a9e4e52b28b9ad9d5b956dc3a9ee481d
2005 Q4,2,41c402a055bd47e7a6ff6237a541e1976d3417aa22254b2907c00d0d224b51cf
2005 Q4,2,921969b2242ae623ded86ae57d90a99a6d48ce0e5600ad7ef1b5ea1004190ee1
2005 Q4,2,a9d6e0316e571c6f9b007a01b2aa096c9678c0895a71b442950879509962e07f
2005 Q4,2,35a94ea44dfc545138b6622a7b8014f7f2cf77baa5d57f6d4eefe55e16b78f10
2005 Q4,2,8cb243ad66c7081b99bf6129a2ad38b51a5738fd87bdc7b1b4f144b1504634de
2005 Q4,1,312dab0b4e7d2b1c5d61e5385ed39f841dbe137e0fa7cc2386e343f3353b3e87
2005 Q4,1,3e6c46e42f486ebe2d82d3e2cbd6bd91831857d8bf6cc1f0e4c1d86b28995a8d
2005 Q4,1,b6b78a660c3954d6419e61da7ceb589eb4ec63b1a2ab46b3738828d65ffc2941
2005 Q4,1,6e6bb1ff6b75e2993ae900162bba086e3c0fa45953b7652b432af9d0673a5b32
2005 Q4,1,7b4d190fe88d2ea25f006abcb4722434bb2ba5ad1898ada89bcd8250547ec9e5
2005 Q4,1,ce772b405575b7e086c522cb560ba7fcc316aa478c79ff9fc273ac18312a54ab
2005 Q4,1,6f98ee0c19347c558152b4d3b9d88a1d2e8cb7ea09aed6de42160a8da428c40b
2005 Q4,1,96f6b05fdda6db120b33f4073a264396c03389dff97cb2652b64521e8f6c5715
2005 Q4,1,5f678a5cbc77859231358e61707148f5922c201c8cb565bac2a1f952a4ec3bb2
2005 Q4,1,63e3cfdb287c05b5bf08b7f69a8ecd739dc93cc921d9601d2030c006f8f3a542
2005 Q4,1,b3688d22e01b83c753a03dd66f15dcdbfbb58ec23e7d35380f0e30629241a4b2
2005 Q4,1,3d26a02cfaf7f71b34249898789f202e53abaadd39edc7590fe34be8fc008272
2005 Q4,1,163fa34677ad1917978c955ddf008276c2a144d2a07e601671eda85b3fddb4bb
2005 Q4,1,ab7e120e6c4dde927284d283c557e1e8046d0326454f37082343733503a81fc5
2005 Q4,1,b3825a7bc719b34080a22edf9b47e6be6f906f64bd344374358a95a12f42e29d
2005 Q4,1,adc9a47885a9c8cd1d81b210fa00e97403acde0e59c912e641be86926f3ae3d1
2005 Q4,1,d984d86a24fc909976cbe99f990751e66dcd865c7cafcd4d9013b3e26725c190
2005 Q4,1,ea323841c3f980e2d901c0b29f7e1f9b822b2481452eb2681f94961c2a5233ad
2005 Q4,1,643ed83dad35f246978591c2ca50c0d20a938a4404994363548f84a5f0854276
2005 Q4,1,aa093dcc3fceb1abbfd720b87b31537f97679b7100b28858c7a998e75aa2c8da
2005 Q4,1,0f593f8ffd65d07ec7729cc28dd3f5d73c099a55ab92ec980cf0d7ec8f42280c
2005 Q4,1,24045d57cd46737696139f14b6919332adaa81fa142bb1b96eec2664d50dfbbb
2005 Q4,1,f1ed89751f62e2691b33956ab6e68a48658d41484fb4d8c5b8d4f694cbfead4e
2006 Q1,577,503a159e949030a40bedec65639ab354504b1505b3607cb963ead76ce2c28287
2006 Q1,49,8c0493174ef5383de54d54fedb44a1d6a04034ff993c1d58f9a7abc8aefca187
2006 Q1,38,f502051975ecfc82664f57969e93630f2875265cf7739cc39fdbc5bf0005abb0
2006 Q1,21,8ecbc24599faaad1112a05ac5c53fcf7e20e4d8abbbc58343c61530ef2831527
2006 Q1,20,e57cc873f78df3bd2dbfb3bb859122a390ae89909e78a172dfe87fcbf1a8b32b
2006 Q1,18,5a543fb0acea9d6ccfbedd37a90b26fd31593ef7a58e1d8a8c30d3ffbdc2dd76
2006 Q1,17,cc4a105ec95589e8d8334287d8e3293b288418172c8bbfe40ef8fa22dfae8729
2006 Q1,16,921969b2242ae623ded86ae57d90a99a6d48ce0e5600ad7ef1b5ea1004190ee1
2006 Q1,16,ad4407316a76f1ada409f6eb598f0aae15bc35b5c5ccf74513d5ed44dffd30e4
2006 Q1,16,4edf5724e844b1f515146cc3bc0afff81f1aa4d3574e5919a3780390d57ceace
2006 Q1,16,0f593f8ffd65d07ec7729cc28dd3f5d73c099a55ab92ec980cf0d7ec8f42280c
2006 Q1,12,ce772b405575b7e086c522cb560ba7fcc316aa478c79ff9fc273ac18312a54ab
2006 Q1,12,a164ab76e7a9c90dd7d06cf594ecb7ff1d704a8767b4f2106be576ec4c3ecc4d
2006 Q1,12,ee1775807d8a83cb8d01cd2023e9a8183d2b34ccfbf6669ac3a2d4a0b7b8176b
2006 Q1,11,22ca847731ac1d2c00261bccb2b420a564fc93ae46e702e0f3da29b8642fa8d9
2006 Q1,10,c00c3e59e44a506372736f150dedfa6aa001de4b58b019c2b525c38f51abaab4
2006 Q1,10,ddbea45006f020eb11edc212af10dd91ba7a72bfb243c0a3d8db965e8e6236f4
2006 Q1,8,65cc4980233ab59c1451f2420cc141099b142455e3ddd8f34adebcd042cfbcdd
2006 Q1,8,3990bb51295134a2078df5828169f822c36e98db4fcb6ea35ce7b7bf1dd4b4a5
2006 Q1,7,c13f4f2df802a36826333d7690ed1f52ce48ec9a50e190e44a6134b6ac74a021
2006 Q1,6,312dab0b4e7d2b1c5d61e5385ed39f841dbe137e0fa7cc2386e343f3353b3e87
2006 Q1,6,ba9b6629fed6280a3d1a378aae6e8732b92fb800b1b7887edd5e6d495eec6fa6
2006 Q1,6,65a6988fef04541e99f4d0c76a9f7c2da959a642f1c5ed4a61b264f3f585eaad
2006 Q1,5,3b2616fad7311a7a9c276bda37eae9e5438223112277b25bec53fd248ccabc0c
2006 Q1,5,019020f891a744cf4a889a3d9d0f1de7e5b6df059b3be81b590322d733aca60c
2006 Q1,5,4b9c9f945281c78ba1649a53a43b1db2e9995cc47972d0d235572f65faaa77e0
2006 Q1,5,5916dcd54ec552a8da5f34a2a41c1330df9daa5937163c30342fbbce26407e0e
2006 Q1,4,ae1800ac6e5591b4747115980d9ea7eff66163a12075c2a1374d730c13c5678a
2006 Q1,4,11c4e2c8c8c5a31da190a7b77248cb973387e2a86185292b8680d3285ecf5700
2006 Q1,4,247c7b1f4cee0d71d2b7c6395319bfd00aaa1af09ee810af1d497e06a9c2cb60
2006 Q1,3,22a0249e99fbbaa703c5f6dbd15caddebf778f84f941eadd040000f0c0b4b9b5
2006 Q1,3,468568cc37f718e4818a572b5584c5429f10a58870cf31c48fe91746ab0e5107
2006 Q1,3,21026c3f38c8f19065321d5bcdcee60be19e8a3d1c84093a3b49a70f06c45460
2006 Q1,3,62bd054d2f926e6b7c309776f7743541864b165a36da7937021a0aee5fa3f2d7
2006 Q1,3,ea4ffb43fc96ffde1a4f8b26074de7418ad4c4bc473207993afba646478c1528
2006 Q1,2,636805061cbeec87b36b7c87a7524a2dc2d2476ea9e8000162f149bbff952e96
2006 Q1,2,b3eda42a08d14c6ffb3484f474766b05d6466ffe9f3a8a0a6b4a0ccafee51198
2006 Q1,2,40d151d5190709786754f63249d42754fdffe9961af204bf4dae5ae766ce3100
2006 Q1,2,8402121d33a3f5a8f6a79df6549c2698a9dd00e55fd5b52d31f0743e1bf3c7c1
2006 Q1,2,272e2a12466b97c02bf277005f2ec4b679f67f9987ba0025c8551d56d586b75f
2006 Q1,1,420d9e330b32f91ccd5973958085d1db9fad537d7fe5bd9f7fc40338d5623be7
2006 Q1,1,78f972932895d32065092b7d0116994fe3da4a32ed6ae358d87b468d60a19fc6
2006 Q1,1,b92f926472a40d029d5fa995444bb2b275aeb1b50045fb30eaa94935b83c20c0
2006 Q1,1,7eb79fd1dddd6d3e8bb972c30234d484b0d05e48702125f260e82e9d1c2860cf
2006 Q1,1,d3f73a621f26c17e408fa9aed7072d56f8a593f9fa591ae316e7f597e097ddaf
2006 Q1,1,6f98ee0c19347c558152b4d3b9d88a1d2e8cb7ea09aed6de42160a8da428c40b
2006 Q1,1,cf714aea0833c3c2e6c1620a67d95280e7dc140c1c3e78282e4d11cb461d1f7f
2006 Q1,1,b7f56a9634fde16c30aae178d808c523acdb1537d90697643e77cbbe57be19e2
2006 Q1,1,db0d57132175e2e65e51e8fffebb00080de02f471f95dee29e7592619d00c094
2006 Q1,1,00b20887bc520559edcc61971a7f09bb4524933292be5501b69699aac8941cea
2006 Q1,1,a3578ed559be88099e79d16e195411608cd8f8c9f5a4477230c77859c4a84899
2006 Q1,1,fe0c7ed2c70cc25bfba4ea1e00a41a443c1df97faafd044ecdd791072b5407ed
2006 Q1,1,893d99a0bb750b9c3a4cc37aad9f179b4eace3a3cdac6ce5fa5947c8dfd5c711
2006 Q1,1,d4708281bbe47dcde6a631ca30c03e9819343153eb128f6f3ff06f0214860694
2006 Q1,1,8e250fc02e396a535b9762336c7f94ff5ae6513f351fc2c1fe2f1bf97a591e70
2006 Q1,1,819becd65c1b3d8d18d11ab273edad30e3878d6a7378fe35aa68d20e419f0db3
2006 Q1,1,73265645a24d082d0b42e546499c33f6325d20b676cb40948d33d85370f964c7
2006 Q1,1,d8850d565b33480c6ca3bb0839d4a8043c45b4b239e1f242c58135fc3cf0a41e
2006 Q1,1,643ed83dad35f246978591c2ca50c0d20a938a4404994363548f84a5f0854276
2006 Q1,1,021efcb64704f333356263e16ac2b1affcee2b338a1e2f4257c4f9ba8c2a69d0
2006 Q1,1,7731463c65d589ab7964c72e4035de2a925063b862364d5c8efec95252ab992e
2006 Q1,1,d047347c3e7cc777b5928d830dae7219780f98433fd2a6c92bdd3c674fae32f7
2006 Q1,1,24045d57cd46737696139f14b6919332adaa81fa142bb1b96eec2664d50dfbbb
2006 Q1,1,f1ed89751f62e2691b33956ab6e68a48658d41484fb4d8c5b8d4f694cbfead4e
2006 Q2,738,503a159e949030a40bedec65639ab354504b1505b3607cb963ead76ce2c28287
2006 Q2,88,f502051975ecfc82664f57969e93630f2875265cf7739cc39fdbc5bf0005abb0
2006 Q2,61,8c0493174ef5383de54d54fedb44a1d6a04034ff993c1d58f9a7abc8aefca187
2006 Q2,51,4edf5724e844b1f515146cc3bc0afff81f1aa4d3574e5919a3780390d57ceace
2006 Q2,42,e57cc873f78df3bd2dbfb3bb859122a390ae89909e78a172dfe87fcbf1a8b32b
2006 Q2,27,b92f926472a40d029d5fa995444bb2b275aeb1b50045fb30eaa94935b83c20c0
2006 Q2,25,65cc4980233ab59c1451f2420cc141099b142455e3ddd8f34adebcd042cfbcdd
2006 Q2,18,78f972932895d32065092b7d0116994fe3da4a32ed6ae358d87b468d60a19fc6
2006 Q2,17,8ecbc24599faaad1112a05ac5c53fcf7e20e4d8abbbc58343c61530ef2831527
2006 Q2,17,a45cd7bcff81b72122566f38601a3e5ba8f9903a84d59ab10d17ef5c65f93ccd
2006 Q2,14,3990bb51295134a2078df5828169f822c36e98db4fcb6ea35ce7b7bf1dd4b4a5
2006 Q2,13,6f98ee0c19347c558152b4d3b9d88a1d2e8cb7ea09aed6de42160a8da428c40b
2006 Q2,13,921969b2242ae623ded86ae57d90a99a6d48ce0e5600ad7ef1b5ea1004190ee1
2006 Q2,13,4ab6eba7126a866b7adec9438318fa98b7cd84f59e256e175c545eed7ee1e057
2006 Q2,12,643ed83dad35f246978591c2ca50c0d20a938a4404994363548f84a5f0854276
2006 Q2,10,af991e44642a8a123daf2364355abbe0c2040a79c65a4508b4107e4d271a8e9d
2006 Q2,9,019020f891a744cf4a889a3d9d0f1de7e5b6df059b3be81b590322d733aca60c
2006 Q2,9,827bab46f20aa27738d7eb3e6c8c99fc19e8df2b71cffd86c8a611fc8d6af2f3
2006 Q2,8,a164ab76e7a9c90dd7d06cf594ecb7ff1d704a8767b4f2106be576ec4c3ecc4d
2006 Q2,8,9a7f7f6d833d4c15d49069bda6ea0f393b5292321fe253407d586e28e82a569b
2006 Q2,8,893d99a0bb750b9c3a4cc37aad9f179b4eace3a3cdac6ce5fa5947c8dfd5c711
2006 Q2,8,c00c3e59e44a506372736f150dedfa6aa001de4b58b019c2b525c38f51abaab4
2006 Q2,7,643bdbd63ec4365ee9b72edce3bb0bfeecb3fc5d7c87d781daf71e928a3ccaf7
2006 Q2,6,6fb72b18e7cdc5fce89d6858fccd15f0538791f87c7b310680c0caf25eafcac5
2006 Q2,5,312dab0b4e7d2b1c5d61e5385ed39f841dbe137e0fa7cc2386e343f3353b3e87
2006 Q2,5,0bd24ef9541dade663eed96528d630ebf003bb2c8e691d8d61f4c20100e4081b
2006 Q2,5,e99a38ff856dbc9b92ac433f8affa16fd4f2bebcec1028057ee6ca6d86eb8ddb
2006 Q2,5,ea4ffb43fc96ffde1a4f8b26074de7418ad4c4bc473207993afba646478c1528
2006 Q2,5,22ca847731ac1d2c00261bccb2b420a564fc93ae46e702e0f3da29b8642fa8d9
2006 Q2,4,ce772b405575b7e086c522cb560ba7fcc316aa478c79ff9fc273ac18312a54ab
2006 Q2,4,ba9b6629fed6280a3d1a378aae6e8732b92fb800b1b7887edd5e6d495eec6fa6
2006 Q2,4,11c4e2c8c8c5a31da190a7b77248cb973387e2a86185292b8680d3285ecf5700
2006 Q2,3,21026c3f38c8f19065321d5bcdcee60be19e8a3d1c84093a3b49a70f06c45460
